RCDTS,School Name,City,County,District Size,School Type,# Science Proficiency Total Student,# Science Proficiency - Male,# Science Proficiency - Female,# Science Proficiency - White,# Science Proficiency - Black or African American,# Science Proficiency - Hispanic or Latino,# Science Proficiency - Asian,# Science Proficiency - Native Hawaiian or Other Pacific Islander,# Science Proficiency - American Indian or Alaska Native,# Science Proficiency - Two or More Races,# Science Proficiency - Children with Disabilities
090100040262011,Garden Hills Elem School,Champaign,Champaign,LARGE,ELEMENTARY,9.0,5.0,4.0,,5.0,2.0,,,,,3.0
090100040262013,Kenwood Elem School,Champaign,Champaign,LARGE,ELEMENTARY,35.0,18.0,17.0,24.0,3.0,,,,,,6.0
090100040262017,Robeson Elem School,Champaign,Champaign,LARGE,ELEMENTARY,22.0,13.0,9.0,10.0,2.0,,,,,,4.0
090100040262020,Washington Elem School,Champaign,Champaign,LARGE,ELEMENTARY,10.0,7.0,3.0,,3.0,,,,,,0.0
090100040262021,Westview Elem School,Champaign,Champaign,LARGE,ELEMENTARY,33.0,22.0,11.0,15.0,3.0,,7.0,,,4.0,7.0
090100040262024,South Side Elementary School,Champaign,Champaign,LARGE,ELEMENTARY,29.0,16.0,13.0,24.0,4.0,,,,,,6.0
090100040262026,Stratton Elementary School,Champaign,Champaign,LARGE,ELEMENTARY,21.0,11.0,10.0,4.0,11.0,2.0,,,,,0.0
090100040262027,Vernon L Barkstall Elementary Sch,Champaign,Champaign,LARGE,ELEMENTARY,34.0,17.0,17.0,20.0,3.0,,,,,,3.0
090100040262028,International Prep Academy,Champaign,Champaign,LARGE,ELEMENTARY,38.0,17.0,21.0,13.0,,22.0,,,,,2.0
090100040263016,Champaign Early Chldhd Cntr,Champaign,Champaign,LARGE,PreK,,,,,,,,,,,
090100070260007,Unity High School,Tolono,Champaign,MEDIUM,HIGH SCHOOL,105.0,45.0,60.0,97.0,,,,,,,1.0
090100070261005,Unity Jr High School,Tolono,Champaign,MEDIUM,MIDDLE SCHL,70.0,32.0,38.0,66.0,,,,,,,3.0
090100070262006,Unity West,Tolono,Champaign,MEDIUM,ELEMENTARY,52.0,24.0,28.0,43.0,,,,,,,5.0
090100070262007,Unity East,Philo,Champaign,MEDIUM,ELEMENTARY,36.0,20.0,16.0,35.0,,,,,,,
090100080260001,Heritage High School,Broadlands,Champaign,SMALL,HIGH SCHOOL,16.0,9.0,7.0,15.0,,,,,,,
090100080262001,Heritage Jr High and Elementary School,Homer,Champaign,SMALL,ELEMENTARY,40.0,24.0,16.0,35.0,,,,,,,
090101160220001,Urbana High School,Urbana,Champaign,LARGE,HIGH SCHOOL,88.0,37.0,48.0,51.0,12.0,8.0,7.0,,,7.0,13.0
090101160221002,Urbana Middle School,Urbana,Champaign,LARGE,MIDDLE SCHL,98.0,54.0,44.0,49.0,16.0,16.0,,,,10.0,16.0
090101160222004,M L King Jr Elem School,Urbana,Champaign,LARGE,ELEMENTARY,12.0,9.0,3.0,,5.0,,,,,,
090101160222005,Leal Elem School,Urbana,Champaign,LARGE,ELEMENTARY,23.0,15.0,8.0,17.0,,3.0,,,,,
090101160222007,Dr Preston L Williams Jr Elementary School,Urbana,Champaign,LARGE,ELEMENTARY,10.0,1.0,9.0,2.0,4.0,4.0,,,,,0.0
090101160222008,Thomas Paine Elem School,Urbana,Champaign,LARGE,ELEMENTARY,12.0,11.0,1.0,9.0,0.0,,,,,,1.0
090101160222012,Yankee Ridge Elem School,Urbana,Champaign,LARGE,ELEMENTARY,19.0,10.0,9.0,9.0,6.0,,,,,,4.0
090101160222013,Wiley Elementary School,Urbana,Champaign,LARGE,ELEMENTARY,10.0,6.0,4.0,,5.0,,,,,,
090101160223002,Urbana Early Childhood Ctr,Urbana,Champaign,LARGE,PreK,,,,,,,,,,,
090101300042001,Thomasboro Grade School,Thomasboro,Champaign,SMALL,ELEMENTARY,14.0,8.0,6.0,11.0,,,,,,,
090101370021003,J W Eater Jr High School,Rantoul,Champaign,MEDIUM,MIDDLE SCHL,38.0,21.0,17.0,17.0,4.0,15.0,,,,2.0,5.0
090101370022001,Broadmeadow Elem School,Rantoul,Champaign,MEDIUM,ELEMENTARY,16.0,10.0,6.0,8.0,2.0,,,,,,4.0
090101370022002,Eastlawn Elem School,Rantoul,Champaign,MEDIUM,ELEMENTARY,15.0,5.0,10.0,,,9.0,,,,,2.0
090101370022006,Northview Elem School,Rantoul,Champaign,MEDIUM,ELEMENTARY,9.0,3.0,6.0,8.0,1.0,,,,,,
090101370022007,Pleasant Acres Elem School,Rantoul,Champaign,MEDIUM,ELEMENTARY,13.0,8.0,5.0,8.0,,4.0,,,,,2.0
090101420042001,Ludlow Elementary School,Ludlow,Champaign,SMALL,ELEMENTARY,2.0,0.0,,,,,,,,,
090101690041001,St Joseph Middle School,Saint Joseph,Champaign,MEDIUM,MIDDLE SCHL,119.0,63.0,56.0,114.0,,,,,,,13.0
090101690042001,St Joseph Elem School,Saint Joseph,Champaign,MEDIUM,ELEMENTARY,,,,,,,,,,,
090101880042001,Gifford Grade School,Gifford,Champaign,SMALL,ELEMENTARY,12.0,5.0,7.0,12.0,,,,,,,
090101930170001,Rantoul Twp High School,Rantoul,Champaign,MEDIUM,HIGH SCHOOL,74.0,38.0,36.0,40.0,12.0,14.0,,,,7.0,13.0
090101970041001,Prairieview-Ogden Jr High Sch,Thomasboro,Champaign,SMALL,MIDDLE SCHL,9.0,6.0,,9.0,,,,,,,
090101970042001,Prairieview-Ogden North Elem,Royal,Champaign,SMALL,ELEMENTARY,,,,,,,,,,,
090101970042002,Prairieview-Ogden South Elem,Ogden,Champaign,SMALL,ELEMENTARY,17.0,11.0,6.0,16.0,,,,,,,
090103050160001,St Joseph-Ogden High School,Saint Joseph,Champaign,SMALL,HIGH SCHOOL,56.0,36.0,20.0,52.0,,,,,,,6.0
090270050260001,GCMS High School,Gibson City,Ford,MEDIUM,HIGH SCHOOL,53.0,30.0,23.0,46.0,,,,,,,6.0
090270050261003,GCMS Middle School,Gibson City,Ford,MEDIUM,MIDDLE SCHL,43.0,25.0,18.0,41.0,,,,,,,
090270050262004,GCMS Elementary School,Gibson City,Ford,MEDIUM,ELEMENTARY,47.0,27.0,20.0,44.0,,,,,,,10.0
090270100260001,Paxton-Buckley-Loda High School,Paxton,Ford,MEDIUM,HIGH SCHOOL,45.0,22.0,23.0,38.0,,,,,,,3.0
090270100261002,Paxton-Buckley-Loda Jr High Sch,Paxton,Ford,MEDIUM,MIDDLE SCHL,50.0,20.0,30.0,44.0,,4.0,,,,,3.0
090270100262004,Clara Peterson Elem School,Paxton,Ford,MEDIUM,ELEMENTARY,44.0,28.0,16.0,35.0,,7.0,,,,,5.0
11012002C260001,Marshall High School,Marshall,Clark,MEDIUM,HIGH SCHOOL,50.0,25.0,25.0,46.0,,,,,,,7.0
11012002C261002,Marshall Jr High School,Marshall,Clark,MEDIUM,MIDDLE SCHL,50.0,21.0,29.0,48.0,,,,,,,5.0
11012002C262003,North Elem School,Marshall,Clark,MEDIUM,ELEMENTARY,51.0,34.0,17.0,48.0,,,,,,,15.0
11012002C262005,South Elem School,Marshall,Clark,MEDIUM,ELEMENTARY,,,,,,,,,,,
11012003C260001,Martinsville Jr-Sr High School,Martinsville,Clark,SMALL,HIGH SCHOOL,16.0,8.0,8.0,15.0,,,,,,,2.0
11012003C262005,Martinsville Elem School,Martinsville,Clark,SMALL,ELEMENTARY,12.0,8.0,4.0,12.0,,,,,,,3.0
11012004C260001,Casey-Westfield Jr/Sr HS,Casey,Clark,MEDIUM,HIGH SCHOOL,71.0,36.0,35.0,70.0,,,,,,,2.0
11012004C262003,Monroe Elem School,Casey,Clark,MEDIUM,ELEMENTARY,31.0,16.0,15.0,31.0,,,,,,,
110150010260001,Charleston High School,Charleston,Coles,LARGE,HIGH SCHOOL,73.0,44.0,29.0,66.0,,,,,,,1.0
110150010261002,Charleston Middle School,Charleston,Coles,LARGE,MIDDLE SCHL,106.0,56.0,50.0,89.0,2.0,6.0,,,,6.0,2.0
110150010262003,Carl Sandburg Elem School,Charleston,Coles,LARGE,ELEMENTARY,,,,,,,,,,,
110150010262004,Jefferson Elem School,Charleston,Coles,LARGE,ELEMENTARY,77.0,40.0,37.0,69.0,,2.0,,,,4.0,7.0
110150010262006,Mark Twain Elem School,Charleston,Coles,LARGE,ELEMENTARY,,,,,,,,,,,
110150010262007,Ashmore Elem School,Ashmore,Coles,LARGE,ELEMENTARY,,,,,,,,,,,
110150020260001,Mattoon High School,Mattoon,Coles,LARGE,HIGH SCHOOL,34.0,19.0,15.0,30.0,1.0,2.0,,,,,5.0
110150020261003,Mattoon Middle School,Mattoon,Coles,LARGE,MIDDLE SCHL,83.0,38.0,45.0,73.0,2.0,3.0,,,,5.0,1.0
110150020262015,Arland D Williams Jr Elem Sch,Mattoon,Coles,LARGE,ELEMENTARY,50.0,24.0,26.0,44.0,,,,,,,8.0
110150020262016,Riddle Elementary School,Mattoon,Coles,LARGE,ELEMENTARY,59.0,35.0,24.0,47.0,,5.0,,,,5.0,5.0
110150020263009,Franklin Elementary School,Mattoon,Coles,LARGE,PreK,,,,,,,,,,,
110150050260002,Oakland High School,Oakland,Coles,SMALL,HIGH SCHOOL,5.0,3.0,,5.0,,,,,,,
110150050262001,Lake Crest Elem School,Oakland,Coles,SMALL,ELEMENTARY,13.0,9.0,4.0,13.0,,,,,,,
110180030260001,Neoga Jr/Sr High School,Neoga,Cumberland,MEDIUM,HIGH SCHOOL,45.0,22.0,23.0,44.0,,,,,,,
110180030262002,Neoga Elementary School,Neoga,Cumberland,MEDIUM,ELEMENTARY,22.0,11.0,11.0,22.0,,,,,,,
110180770260001,Cumberland High School,Toledo,Cumberland,MEDIUM,HIGH SCHOOL,38.0,17.0,21.0,36.0,,,,,,,5.0
110180770261001,Cumberland Middle School,Toledo,Cumberland,MEDIUM,MIDDLE SCHL,77.0,37.0,40.0,76.0,,,,,,,1.0
110180770262003,Cumberland Elem School,Toledo,Cumberland,MEDIUM,ELEMENTARY,,,,,,,,,,,
110213010260001,Tuscola High School,Tuscola,Douglas,MEDIUM,HIGH SCHOOL,27.0,13.0,14.0,23.0,,,,,,,
110213010261004,East Prairie Middle School,Tuscola,Douglas,MEDIUM,MIDDLE SCHL,88.0,40.0,48.0,82.0,,,,,,,2.0
110213010262002,North Ward Elementary School,Tuscola,Douglas,MEDIUM,ELEMENTARY,,,,,,,,,,,
110213020260001,Villa Grove High School,Villa Grove,Douglas,MEDIUM,HIGH SCHOOL,27.0,16.0,11.0,27.0,,,,,,,
110213020261001,Villa Grove Jr High School,Villa Grove,Douglas,MEDIUM,MIDDLE SCHL,37.0,20.0,17.0,36.0,,,,,,,1.0
110213020262001,Villa Grove Elem School,Villa Grove,Douglas,MEDIUM,ELEMENTARY,24.0,7.0,17.0,22.0,,,,,,,2.0
110213050260001,Arthur-Lovington-Atwood-Hammond High School,Arthur,Douglas,MEDIUM,HIGH SCHOOL,27.0,15.0,12.0,25.0,,,,,,,2.0
110213050262003,Arthur Grade School,Arthur,Douglas,MEDIUM,ELEMENTARY,39.0,14.0,25.0,34.0,,,,,,,1.0
110213050262004,Lovington Grade School,Lovington,Douglas,MEDIUM,ELEMENTARY,16.0,8.0,8.0,16.0,,,,,,,
110213050262005,Atwood-Hammond Grade School,Atwood,Douglas,MEDIUM,ELEMENTARY,25.0,16.0,9.0,25.0,,,,,,,3.0
110213060260001,Arcola High School,Arcola,Douglas,MEDIUM,HIGH SCHOOL,40.0,25.0,15.0,22.0,,16.0,,,,,5.0
110213060262002,Arcola Elementary School,Arcola,Douglas,MEDIUM,ELEMENTARY,28.0,9.0,19.0,20.0,,7.0,,,,,4.0
110230010260001,Shiloh High School,Hume,Edgar,SMALL,HIGH SCHOOL,25.0,12.0,13.0,23.0,,,,,,,
110230010262002,Shiloh Elementary School,Hume,Edgar,SMALL,ELEMENTARY,13.0,10.0,,13.0,,,,,,,
110230030260001,Kansas High School,Kansas,Edgar,SMALL,HIGH SCHOOL,13.0,7.0,6.0,12.0,,,,,,,
110230030262002,Kansas Elem School,Kansas,Edgar,SMALL,ELEMENTARY,6.0,,,6.0,,,,,,,
110230040261001,Crestwood Jr High School,Paris,Edgar,SMALL,MIDDLE SCHL,34.0,18.0,16.0,34.0,,,,,,,
110230040262001,Crestwood Elem School,Paris,Edgar,SMALL,ELEMENTARY,30.0,16.0,14.0,28.0,,,,,,,
110230060260001,Chrisman High School,Chrisman,Edgar,SMALL,HIGH SCHOOL,15.0,6.0,9.0,15.0,,,,,,,
110230060261001,Chrisman-Scottland Jr High School,Chrisman,Edgar,SMALL,MIDDLE SCHL,5.0,,,4.0,,,,,,,
110230060262003,Chrisman Elem School,Chrisman,Edgar,SMALL,ELEMENTARY,8.0,,6.0,8.0,,,,,,,
110230950251001,Mayo Middle School,Paris,Edgar,MEDIUM,MIDDLE SCHL,61.0,36.0,24.0,55.0,,,,,,,6.0
110230950252003,Memorial Elementary School,Paris,Edgar,MEDIUM,ELEMENTARY,,,,,,,,,,,
110230950252006,Carolyn Wenz Elem School,Paris,Edgar,MEDIUM,ELEMENTARY,51.0,28.0,22.0,48.0,,,,,,,1.0
110230950253001,Creative Center for Children,Paris,Edgar,MEDIUM,PreK,,,,,,,,,,,
110238000800001,Paris Cooperative High School,Paris,Edgar,SMALL,HIGH SCHOOL,49.0,29.0,20.0,47.0,,,,,,,0.0
110703000260004,Sullivan High School,Sullivan,Moultrie,MEDIUM,HIGH SCHOOL,56.0,27.0,29.0,55.0,,,,,,,
110703000261001,Sullivan Middle School,Sullivan,Moultrie,MEDIUM,MIDDLE SCHL,82.0,37.0,45.0,77.0,,,,,,,10.0
110703000262001,Sullivan Elem School,Sullivan,Moultrie,MEDIUM,ELEMENTARY,,,,,,,,,,,
110703020260001,Okaw Valley High School,Bethany,Moultrie,MEDIUM,HIGH SCHOOL,23.0,13.0,10.0,23.0,,,,,,,
110703020261001,Okaw Valley Middle School,Findlay,Moultrie,MEDIUM,MIDDLE SCHL,29.0,16.0,13.0,27.0,,,,,,,
110703020262001,Okaw Valley Elementary School,Bethany,Moultrie,MEDIUM,ELEMENTARY,,,,,,,,,,,
110870010260002,Windsor Jr & Sr High School,Windsor,Shelby,SMALL,HIGH SCHOOL,23.0,14.0,9.0,20.0,,,,,,,2.0
110870010262002,Windsor Elem School,Windsor,Shelby,SMALL,ELEMENTARY,9.0,5.0,,9.0,,,,,,,
11087003A260001,Cowden-Herrick Jr/Sr High School,Cowden,Shelby,SMALL,HIGH SCHOOL,24.0,16.0,8.0,24.0,,,,,,,
11087003A262001,Cowden-Herrick Grade School,Herrick,Shelby,SMALL,ELEMENTARY,17.0,8.0,9.0,17.0,,,,,,,
110870040260001,Shelbyville High School,Shelbyville,Shelby,MEDIUM,HIGH SCHOOL,56.0,31.0,25.0,54.0,,,,,,,8.0
110870040262002,Moulton Elementary School,Shelbyville,Shelby,MEDIUM,ELEMENTARY,87.0,43.0,44.0,83.0,,,,,,,2.0
110870040262003,Main Street Elementary School,Shelbyville,Shelby,MEDIUM,ELEMENTARY,,,,,,,,,,,
110870040262006,Shelbyville Kindergarten Center,Shelbyville,Shelby,MEDIUM,ELEMENTARY,,,,,,,,,,,
11087005A260001,Stewardson-Strasburg High School,Strasburg,Shelby,SMALL,HIGH SCHOOL,27.0,12.0,15.0,26.0,,,,,,,
11087005A262003,Stewardson-Strasburg Elem School,Strasburg,Shelby,SMALL,ELEMENTARY,30.0,12.0,18.0,30.0,,,,,,,
110870210260001,Central A & M High School,Moweaqua,Shelby,MEDIUM,HIGH SCHOOL,23.0,17.0,6.0,20.0,,,,,,,
110870210261001,Central A & M Middle School,Assumption,Shelby,MEDIUM,MIDDLE SCHL,35.0,20.0,15.0,33.0,,,,,,,
110870210262001,Gregory Intermediate,Moweaqua,Shelby,MEDIUM,ELEMENTARY,25.0,10.0,15.0,25.0,,,,,,,0.0
110870210262002,Bond Primary,Assumption,Shelby,MEDIUM,ELEMENTARY,,,,,,,,,,,
120130100260002,Clay City High School,Clay City,Clay,SMALL,HIGH SCHOOL,9.0,5.0,,8.0,,,,,,,
120130100261001,Clay City Jr High School,Clay City,Clay,SMALL,MIDDLE SCHL,4.0,,,4.0,,,,,,,
120130100262001,Clay City Elem School,Clay City,Clay,SMALL,ELEMENTARY,8.0,4.0,4.0,8.0,,,,,,,
120130250260001,North Clay Community High School,Louisville,Clay,MEDIUM,HIGH SCHOOL,23.0,8.0,15.0,23.0,,,,,,,
120130250262004,North Clay Elem/Jr High Sch,Louisville,Clay,MEDIUM,ELEMENTARY,33.0,18.0,15.0,33.0,,,,,,,4.0
120130350260001,Flora High School,Flora,Clay,MEDIUM,HIGH SCHOOL,47.0,21.0,26.0,43.0,,,,,,,1.0
120130350261001,Floyd Henson Jr High Sch,Flora,Clay,MEDIUM,MIDDLE SCHL,34.0,21.0,13.0,31.0,,,,,,,
120130350262008,Flora Elementary School,Flora,Clay,MEDIUM,ELEMENTARY,50.0,26.0,24.0,44.0,,,,,,,5.0
120170010260001,Hutsonville High School,Hutsonville,Crawford,SMALL,HIGH SCHOOL,11.0,4.0,7.0,10.0,,,,,,,
120170010262002,Hutsonville Elem and Jr High Sch,Hutsonville,Crawford,SMALL,ELEMENTARY,23.0,12.0,11.0,22.0,,,,,,,
120170020260001,Robinson High School,Robinson,Crawford,MEDIUM,HIGH SCHOOL,69.0,36.0,33.0,66.0,,,,,,,1.0
120170020261005,Nuttall Middle School,Robinson,Crawford,MEDIUM,MIDDLE SCHL,80.0,42.0,38.0,73.0,,,,,,,4.0
120170020262004,Lincoln Elementary School,Robinson,Crawford,MEDIUM,ELEMENTARY,70.0,33.0,37.0,63.0,,,,,,,2.0
120170020262007,Washington Elem School,Robinson,Crawford,MEDIUM,ELEMENTARY,,,,,,,,,,,
120170030260001,Palestine High School,Palestine,Crawford,SMALL,HIGH SCHOOL,16.0,3.0,13.0,16.0,,,,,,,2.0
120170030262002,Palestine Grade School,Palestine,Crawford,SMALL,ELEMENTARY,17.0,9.0,8.0,16.0,,,,,,,
120170040260001,Oblong High School,Oblong,Crawford,MEDIUM,HIGH SCHOOL,19.0,10.0,9.0,19.0,,,,,,,
120170040262002,Oblong Elem School,Oblong,Crawford,MEDIUM,ELEMENTARY,51.0,28.0,23.0,50.0,,,,,,,2.0
120400010260001,Newton Comm High School,Newton,Jasper,MEDIUM,HIGH SCHOOL,45.0,23.0,22.0,45.0,,,,,,,2.0
120400010261003,Jasper Co Jr High,Newton,Jasper,MEDIUM,MIDDLE SCHL,50.0,24.0,26.0,46.0,,,,,,,1.0
120400010262002,Newton Elem School,Newton,Jasper,MEDIUM,ELEMENTARY,42.0,19.0,23.0,42.0,,,,,,,
120400010262011,Ste Marie Elem School,Sainte Marie,Jasper,MEDIUM,ELEMENTARY,,,,,,,,,,,
120510100260001,Red Hill Jr/Sr High School,Bridgeport,Lawrence,MEDIUM,HIGH SCHOOL,54.0,29.0,25.0,53.0,,,,,,,1.0
120510100262005,Bridgeport Grade School,Bridgeport,Lawrence,MEDIUM,ELEMENTARY,,,,,,,,,,,
120510100262008,Sumner Attendance Center,Sumner,Lawrence,MEDIUM,ELEMENTARY,47.0,22.0,25.0,43.0,,,,,,,2.0
120510200260008,Lawrenceville High School,Lawrenceville,Lawrence,MEDIUM,HIGH SCHOOL,26.0,14.0,12.0,25.0,,,,,,,
120510200261007,Parkview Jr High School,Lawrenceville,Lawrence,MEDIUM,MIDDLE SCHL,44.0,25.0,19.0,43.0,,,,,,,4.0
120510200262007,Parkside Elementary School,Lawrenceville,Lawrence,MEDIUM,ELEMENTARY,49.0,20.0,29.0,44.0,,,,,,,5.0
120800010260001,Richland County High School,Olney,Richland,LARGE,HIGH SCHOOL,55.0,22.0,33.0,50.0,,,,,,,5.0
120800010261002,Richland County Middle School,Olney,Richland,LARGE,MIDDLE SCHL,85.0,55.0,30.0,78.0,,,,,,,11.0
120800010262008,Richland County Elementary School,Olney,Richland,LARGE,ELEMENTARY,49.0,25.0,24.0,43.0,,,,,,,4.0
130140010260001,Carlyle High School,Carlyle,Clinton,MEDIUM,HIGH SCHOOL,38.0,20.0,18.0,37.0,,,,,,,4.0
130140010261001,Carlyle Junior High School,Carlyle,Clinton,MEDIUM,MIDDLE SCHL,84.0,50.0,34.0,79.0,,,,,,,12.0
130140010262002,Carlyle Elementary School,Carlyle,Clinton,MEDIUM,ELEMENTARY,,,,,,,,,,,
130140030260006,Wesclin Sr High School,Trenton,Clinton,MEDIUM,HIGH SCHOOL,65.0,36.0,29.0,62.0,,,,,,,
130140030262001,Trenton Elem School,Trenton,Clinton,MEDIUM,ELEMENTARY,,,,,,,,,,,
130140030262005,New Baden Elementary School,New Baden,Clinton,MEDIUM,ELEMENTARY,,,,,,,,,,,
130140030262006,Wesclin Middle School,Trenton,Clinton,MEDIUM,ELEMENTARY,108.0,53.0,55.0,96.0,,5.0,,,,6.0,6.0
130140120042001,Breese Elem School,Breese,Clinton,MEDIUM,ELEMENTARY,74.0,29.0,45.0,65.0,,7.0,,,,,4.0
130140120042002,Beckemeyer Elem School,Beckemeyer,Clinton,MEDIUM,ELEMENTARY,,,,,,,,,,,
130140210022001,Aviston Elem School,Aviston,Clinton,MEDIUM,ELEMENTARY,74.0,40.0,34.0,72.0,,,,,,,4.0
130140460022001,Willow Grove Elem School,Centralia,Clinton,SMALL,ELEMENTARY,21.0,9.0,12.0,17.0,,,,,,,9.0
130140570022001,Bartelso Elem School,Bartelso,Clinton,SMALL,ELEMENTARY,16.0,9.0,7.0,16.0,,,,,,,
130140600022001,Germantown Elem School,Germantown,Clinton,SMALL,ELEMENTARY,34.0,14.0,20.0,31.0,,,,,,,
130140620022001,Damiansville Elem School,Damiansville,Clinton,SMALL,ELEMENTARY,18.0,11.0,,16.0,,,,,,,
130140630022001,Albers Elem School,Albers,Clinton,SMALL,ELEMENTARY,29.0,20.0,9.0,26.0,,,,,,,
130140710160001,Central Comm High School,Breese,Clinton,SMALL,HIGH SCHOOL,109.0,65.0,44.0,106.0,,,,,,,12.0
130141415022001,St Rose Elem School,Breese,Clinton,SMALL,ELEMENTARY,27.0,10.0,17.0,24.0,,,,,,,
130141860022001,North Wamac Grade School,Centralia,Clinton,SMALL,ELEMENTARY,16.0,,10.0,16.0,,,,,,,
130410010260001,Waltonville High School,Waltonville,Jefferson,SMALL,HIGH SCHOOL,14.0,10.0,,14.0,,,,,,,
130410010262002,Waltonville Grade School,Waltonville,Jefferson,SMALL,ELEMENTARY,45.0,19.0,26.0,44.0,,,,,,,
130410020042001,Rome Comm Cons Elem School,Dix,Jefferson,MEDIUM,ELEMENTARY,51.0,25.0,26.0,46.0,,,,,,,4.0
130410030042001,Field Elementary School,Texico,Jefferson,MEDIUM,ELEMENTARY,22.0,15.0,7.0,21.0,,,,,,,1.0
130410050042002,Opdyke-Belle Rive Grade Sch,Opdyke,Jefferson,SMALL,ELEMENTARY,13.0,12.0,1.0,12.0,,,,,,,
130410060042001,Grand Prairie Elem School,Centralia,Jefferson,SMALL,ELEMENTARY,8.0,7.0,,8.0,,,,,,,
130410120042001,McClellan Elementary School,Mount Vernon,Jefferson,SMALL,ELEMENTARY,,,,,,,,,,,
130410790022001,Summersville Grade School,Mount Vernon,Jefferson,SMALL,ELEMENTARY,50.0,25.0,25.0,48.0,,,,,,,
130410800021001,Zadok Casey Middle School,Mount Vernon,Jefferson,MEDIUM,MIDDLE SCHL,33.0,19.0,14.0,18.0,7.0,,,,,7.0,1.0
130410800022002,J L Buford Intermediate Ed Ctr,Mount Vernon,Jefferson,MEDIUM,ELEMENTARY,46.0,22.0,24.0,31.0,4.0,,,,,4.0,5.0
130410800022008,Dr Nick Osborne Primary Center,Mount Vernon,Jefferson,MEDIUM,ELEMENTARY,,,,,,,,,,,
130410800023002,Dr Andy Hall Early Educ Ctr,Mount Vernon,Jefferson,MEDIUM,PreK,,,,,,,,,,,
130410820022001,Bethel Grade School,Mount Vernon,Jefferson,SMALL,ELEMENTARY,16.0,3.0,13.0,15.0,,,,,,,
130410990042001,Farrington Elem School,Bluford,Jefferson,SMALL,ELEMENTARY,,,,,,,,,,,
130411780042001,Spring Garden Elementary School,Mount Vernon,Jefferson,SMALL,ELEMENTARY,,,,,,,,,,,
130411780042002,Spring Garden Middle School,Ina,Jefferson,SMALL,ELEMENTARY,15.0,8.0,7.0,14.0,,,,,,,4.0
130412010170001,Mount Vernon High School,Mount Vernon,Jefferson,MEDIUM,HIGH SCHOOL,101.0,47.0,54.0,82.0,1.0,4.0,,,,11.0,7.0
130412090270001,Woodlawn High School,Woodlawn,Jefferson,MEDIUM,HIGH SCHOOL,16.0,8.0,8.0,14.0,,,,,,,
130412090272001,Woodlawn Grade School,Woodlawn,Jefferson,MEDIUM,ELEMENTARY,54.0,20.0,34.0,50.0,,,,,,,4.0
130413180270001,Webber High School,Bluford,Jefferson,SMALL,HIGH SCHOOL,8.0,4.0,4.0,8.0,,,,,,,
130413180272001,Bluford Grade School,Bluford,Jefferson,SMALL,ELEMENTARY,19.0,12.0,7.0,19.0,,,,,,,
130580010032001,Raccoon Cons Elem School,Centralia,Marion,SMALL,ELEMENTARY,21.0,12.0,9.0,19.0,,,,,,,5.0
130580020032001,Kell Grade School,Kell,Marion,SMALL,ELEMENTARY,3.0,2.0,,3.0,,,,,,,
130580070042001,Iuka Comm Cons School,Iuka,Marion,SMALL,ELEMENTARY,34.0,17.0,17.0,31.0,,,,,,,
130580100042003,Selmaville Elem School,Salem,Marion,SMALL,ELEMENTARY,15.0,2.0,13.0,14.0,,,,,,,
130581000260002,Patoka Sr High School,Patoka,Marion,SMALL,HIGH SCHOOL,7.0,4.0,3.0,7.0,,,,,,,
130581000261001,Patoka Jr High School,Patoka,Marion,SMALL,MIDDLE SCHL,7.0,,,7.0,,,,,,,
130581000262001,Patoka Elem School,Patoka,Marion,SMALL,ELEMENTARY,8.0,6.0,,8.0,,,,,,,
130581110022004,Hawthorn Elem School,Salem,Marion,MEDIUM,ELEMENTARY,,,,,,,,,,,
130581110022005,Franklin Park Middle School,Salem,Marion,MEDIUM,ELEMENTARY,127.0,57.0,70.0,114.0,,,,,,8.0,10.0
130581330022001,Central City Elem School,Centralia,Marion,MEDIUM,ELEMENTARY,27.0,17.0,10.0,23.0,,,,,,,0.0
130581350022006,Jordan Elem School,Centralia,Marion,MEDIUM,ELEMENTARY,,,,,,,,,,,
130581350022007,Centralia Jr High School,Centralia,Marion,MEDIUM,ELEMENTARY,93.0,50.0,43.0,70.0,7.0,,,,,13.0,9.0
130581350022008,Schiller Elem School,Centralia,Marion,MEDIUM,ELEMENTARY,,,,,,,,,,,
130582000170001,Centralia High School,Centralia,Marion,MEDIUM,HIGH SCHOOL,,,,,,,,,,,
130584010260001,South Central High School,Farina,Marion,MEDIUM,HIGH SCHOOL,8.0,4.0,4.0,8.0,,,,,,,
130584010261001,South Central Middle School,Kinmundy,Marion,MEDIUM,MIDDLE SCHL,23.0,10.0,13.0,23.0,,,,,,,
130584010262002,South Central Elementary-Kinmundy,Kinmundy,Marion,MEDIUM,ELEMENTARY,22.0,14.0,8.0,21.0,,,,,,,2.0
130585010260001,Sandoval Sr High School,Sandoval,Marion,SMALL,HIGH SCHOOL,7.0,,6.0,6.0,,,,,,,
130585010261002,Sandoval Jr High School,Sandoval,Marion,SMALL,MIDDLE SCHL,8.0,2.0,6.0,6.0,,,,,,,1.0
130585010262002,Sandoval Elem School,Sandoval,Marion,SMALL,ELEMENTARY,8.0,6.0,2.0,7.0,,,,,,,1.0
130586000160001,Salem Community High School,Salem,Marion,MEDIUM,HIGH SCHOOL,95.0,44.0,51.0,92.0,,,,,,,5.0
130587220260001,Odin Attendance Center 9-12,Odin,Marion,SMALL,HIGH SCHOOL,3.0,,,2.0,,,,,,,
